name;rating;damage_round;headshots;headshot_percent;aces;clutches;flawless;first_bloods;assists;kd_ratio;kills_round;score_round;win_percent;agent_1;gun1_name
x82;Radiant;146.1;686.0;21.3;4;305;149;686.0;746.0;0.98;0.8;229.5;47.9;Jett;Vandal
Call Me Karizma;Immortal;144.0;134.0;22.0;0;102;51;134.0;318.0;1.0;0.7;215.8;52.5;Reyna;Vandal
ZeN acrÃ¸;Radiant;154.9;177.0;22.9;1;98;46;177.0;253.0;1.04;0.8;241.3;60.8;Reyna;Vandal
Pr1malBL4NK;Radiant;129.6;108.0;28.1;1;138;85;108.0;578.0;0.97;0.7;197.8;52.4;Brimstone;Phantom
starboy444;Radiant;151.6;160.0;24.4;1;76;41;160.0;195.0;1.06;0.8;229.8;60.8;Jett;Vandal
xerxz;Radiant;159.8;335.0;31.3;3;172;91;335.0;380.0;1.11;0.9;249.1;53.6;Jett;Vandal
Kenobi;Radiant;137.5;135.0;28.4;1;134;61;135.0;410.0;1.04;0.7;209.5;51.2;Jett;Vandal
LP Rapid ì¼€ë¹ˆ;Radiant;139.8;101.0;22.1;0;75;50;101.0;200.0;0.98;0.7;215.0;54.5;Chamber;Vandal
Tippyy11;Radiant;157.4;400.0;25.8;7;231;107;400.0;694.0;1.11;0.8;241.2;51.0;Chamber;Vandal
ã”ãã”ã‚Šã¶ã‚Šã‚‰;Radiant;126.9;52.0;25.0;2;52;43;52.0;162.0;1.06;0.7;198.1;61.1;Omen;Vandal
BoJack;Radiant;156.3;202.0;27.9;2;105;62;202.0;416.0;1.26;0.9;241.0;51.1;Chamber;Vandal
gigglegiggle;Immortal;115.6;132.0;22.1;2;156;89;132.0;537.0;0.86;0.6;174.9;52.6;Viper;Vandal
Cheszty;Radiant;177.5;172.0;31.9;4;79;44;172.0;261.0;1.43;1.0;278.8;57.1;Chamber;Vandal
VOX t0man;Radiant;138.7;89.0;22.3;0;93;44;89.0;271.0;0.94;0.7;205.2;40.7;Raze;Vandal
DEllc;Radiant;177.7;208.0;20.3;0;64;43;208.0;200.0;1.27;0.9;277.6;72.9;Jett;Vandal
OLY  soZ;Radiant;132.7;248.0;22.4;4;219;113;248.0;806.0;0.96;0.7;200.0;48.3;Chamber;Vandal
CSN P I W;Radiant;137.7;53.0;18.3;1;46;37;53.0;337.0;1.18;0.8;213.8;68.3;KAY/O;Vandal
benji;Radiant;130.6;197.0;13.7;2;223;120;197.0;988.0;0.98;0.7;201.3;53.7;Brimstone;Vandal
lelouch;Radiant;147.9;91.0;16.0;4;70;42;91.0;338.0;1.1;0.8;229.9;47.2;Chamber;Vandal
AZB to die;Immortal;137.2;186.0;22.0;5;146;76;186.0;432.0;1.03;0.8;214.7;52.6;Chamber;Vandal
PnYu;Radiant;169.3;87.0;30.7;2;58;38;87.0;169.0;1.51;1.0;261.4;62.2;Reyna;Vandal
tanlnwza;Radiant;147.0;97.0;24.1;2;62;39;97.0;163.0;1.01;0.8;221.7;62.2;Reyna;Vandal
oma;Radiant;126.6;79.0;21.5;0;91;48;79.0;405.0;0.98;0.7;191.7;57.6;Sova;Vandal
InSpiritNite;Radiant;141.7;92.0;25.2;4;73;43;92.0;227.0;1.07;0.8;214.9;59.1;Chamber;Vandal
LoVeLyChan;Radiant;145.3;149.0;21.4;0;110;56;149.0;464.0;1.04;0.8;222.0;59.1;Sova;Phantom
Ru7pu;Radiant;154.1;158.0;16.8;0;92;57;158.0;275.0;1.14;0.8;235.6;60.7;Raze;Vandal
HP Floga;Radiant;171.4;143.0;27.0;1;73;38;143.0;168.0;1.17;0.9;256.2;65.9;Reyna;Vandal
smilÃ¨yx ç¥žã®å­;Radiant;157.0;145.0;22.0;0;112;62;145.0;313.0;1.16;0.8;240.8;59.4;Jett;Vandal
Sadge;Radiant;153.0;281.0;25.4;2;121;82;281.0;299.0;1.07;0.8;238.6;50.0;Jett;Vandal
QN Mollytov;Radiant;123.0;48.0;34.8;0;43;33;48.0;218.0;1.07;0.7;192.9;59.5;Omen;Vandal
ArkAngel Kage;Radiant;122.1;114.0;19.6;0;128;80;114.0;526.0;0.91;0.6;183.8;52.2;Omen;Vandal
GFT deart;Radiant;164.2;170.0;20.9;3;92;42;170.0;351.0;1.18;0.9;252.1;50.0;Jett;Vandal
Ken;Radiant;147.2;244.0;22.0;2;144;94;244.0;494.0;1.11;0.8;227.7;49.5;Reyna;Vandal
Acing;Radiant;146.2;108.0;22.8;2;86;49;108.0;396.0;1.1;0.8;220.6;50.0;Astra;Phantom
Smash;Radiant;146.1;81.0;17.9;0;65;22;81.0;211.0;1.04;0.7;217.1;50.0;Raze;Vandal
7uckyUXD;Radiant;150.8;80.0;22.2;2;49;34;80.0;191.0;1.15;0.8;226.1;59.5;Jett;Vandal
TheLieIsLove;Radiant;153.3;109.0;29.8;1;61;40;109.0;173.0;1.14;0.8;233.6;57.5;Reyna;Vandal
Archie is noob;Radiant;159.3;288.0;26.7;6;118;64;288.0;266.0;1.08;0.8;244.2;47.4;Chamber;Vandal
SENPAAI;Radiant;139.8;302.0;19.4;4;191;97;302.0;630.0;1.01;0.7;210.7;47.7;Reyna;Vandal
wwwpalmscom;Radiant;147.9;130.0;23.4;2;52;36;130.0;162.0;1.15;0.8;229.8;47.7;Jett;Vandal
Aå¤ç›®;Radiant;140.9;203.0;25.6;2;131;82;203.0;508.0;0.97;0.7;217.2;61.6;Fade;Vandal
Valentine;Radiant;151.9;216.0;21.0;2;131;68;216.0;408.0;1.16;0.8;234.2;53.7;Reyna;Vandal
devin;Radiant;138.5;116.0;19.6;2;94;57;116.0;440.0;1.04;0.7;212.2;50.7;Omen;Vandal
Rage;Radiant;119.3;118.0;15.3;2;111;68;118.0;582.0;0.95;0.6;186.8;58.1;Omen;Phantom
wish u were here;Radiant;132.6;159.0;22.2;0;153;82;159.0;678.0;0.96;0.7;197.9;56.3;Omen;Vandal
ã„ã¡ã‚ã¡ã‚ƒã‚“;Radiant;124.3;144.0;11.9;2;120;62;144.0;396.0;0.87;0.7;198.4;54.7;Raze;Judge
NOW Mi Ami;Radiant;142.1;197.0;17.5;1;126;69;197.0;388.0;1.09;0.8;221.3;51.8;Reyna;Vandal
jayjay;Radiant;150.3;363.0;31.0;3;200;126;363.0;493.0;1.11;0.8;228.8;52.9;Reyna;Vandal
Natz4y;Radiant;136.3;120.0;29.2;1;114;81;120.0;520.0;1.05;0.7;206.7;59.0;Breach;Vandal
llllllllllllllll;Radiant;156.6;67.0;28.2;1;37;25;67.0;174.0;1.26;0.8;235.7;65.6;Omen;Vandal
RheV;Radiant;149.6;236.0;24.6;4;122;67;236.0;367.0;1.11;0.8;234.1;50.0;Jett;Vandal
ï¼¥ï¼³ï¼¥ï¼¸  ï¼¥ï¼®ï¼´ï¼¨ï¼µï¼³ï¼©ï¼¡ï¼³ï¼´;Radiant;111.4;65.0;15.7;0;57;35;65.0;244.0;0.8;0.6;172.5;54.8;Chamber;Vandal
PALAG;Radiant;152.2;120.0;22.4;2;66;47;120.0;330.0;1.19;0.8;229.4;55.0;Omen;Vandal
comta;Radiant;136.2;98.0;20.9;2;89;77;98.0;453.0;1.12;0.7;209.1;76.6;Brimstone;Vandal
Harshv;Radiant;131.1;166.0;19.3;1;92;52;166.0;328.0;0.91;0.7;202.1;49.2;Chamber;Vandal
AYE;Radiant;143.9;127.0;24.7;1;94;48;127.0;374.0;1.03;0.7;217.5;49.2;Chamber;Phantom
Duff;Radiant;140.9;153.0;15.3;1;68;67;153.0;277.0;1.1;0.8;218.5;50.9;Jett;Vandal
Cranel;Radiant;128.8;175.0;25.0;1;162;82;175.0;635.0;1.0;0.7;194.5;53.5;Omen;Vandal
PRX pArasakin;Radiant;142.5;157.0;30.0;6;112;79;157.0;407.0;1.1;0.8;215.3;51.2;Jett;Vandal
zOMBIE;Radiant;125.2;85.0;31.9;1;63;64;85.0;177.0;1.07;0.7;189.8;49.1;Chamber;Vandal
Joo;Radiant;123.8;127.0;15.2;0;146;73;127.0;578.0;0.9;0.6;187.3;49.5;Chamber;Vandal
ACE Seoul;Radiant;148.3;42.0;22.2;1;59;40;42.0;288.0;1.21;0.8;226.1;62.5;Viper;Vandal
Toast;Radiant;163.4;106.0;16.0;0;73;27;106.0;278.0;1.14;0.8;245.9;68.2;Raze;Vandal
Scaredy Cat;Radiant;140.4;133.0;32.3;1;87;40;133.0;205.0;1.06;0.8;215.1;47.5;Reyna;Vandal
Schwakorpzsky;Radiant;137.8;163.0;23.5;2;127;69;163.0;539.0;0.98;0.7;207.9;40.8;Sova;Vandal
Hermes Hz;Immortal;123.7;76.0;26.3;1;63;62;76.0;385.0;0.99;0.7;188.3;58.9;Omen;Vandal
SlayerZ;Radiant;125.2;48.0;21.4;1;63;49;48.0;332.0;0.98;0.7;190.8;58.5;KAY/O;Vandal
DwayneJohansson;Radiant;147.3;56.0;28.8;0;47;33;56.0;147.0;1.16;0.8;219.4;71.9;Chamber;Vandal
winnerks;Immortal;192.6;236.0;24.6;8;79;40;236.0;256.0;1.35;1.0;299.8;49.0;Jett;Vandal
7assasin;Immortal;136.6;422.0;25.0;3;267;126;422.0;451.0;1.05;0.8;210.2;51.9;Chamber;Vandal
LFT 69eLevenç£;Radiant;156.7;502.0;23.3;12;252;136;502.0;723.0;1.08;0.8;241.5;55.4;Jett;Phantom
LuluMeow;Radiant;133.7;161.0;27.9;1;119;72;161.0;423.0;0.96;0.7;200.4;48.2;Sova;Vandal
KZ ExaMple;Radiant;136.6;184.0;19.8;4;139;66;184.0;560.0;1.03;0.7;211.9;59.5;Fade;Vandal
Ae0lus;Radiant;143.1;96.0;21.2;0;51;33;96.0;125.0;1.16;0.8;223.5;64.1;Yoru;Vandal
Drakkar;Radiant;125.9;56.0;21.0;1;65;50;56.0;297.0;1.01;0.7;192.2;56.9;Killjoy;Vandal
indra;Radiant;151.5;289.0;23.3;2;161;84;289.0;401.0;1.06;0.8;232.5;53.6;Jett;Vandal
sun;Radiant;159.7;147.0;26.5;1;66;31;147.0;150.0;1.14;0.9;248.2;62.2;Reyna;Vandal
xm1r;Radiant;142.9;244.0;24.5;2;141;63;244.0;310.0;1.0;0.8;218.4;52.9;Jett;Vandal
shawnãƒž;Radiant;151.5;174.0;20.5;0;100;63;174.0;304.0;1.07;0.8;231.4;56.3;Jett;Vandal
TI KaMi;Radiant;141.5;132.0;15.7;1;101;42;132.0;381.0;1.02;0.7;215.7;45.3;Raze;Vandal
Dxlphin;Immortal;148.5;110.0;18.2;1;87;45;110.0;312.0;1.1;0.8;223.7;53.3;Raze;Vandal
f0cusw0w;Radiant;140.2;119.0;26.0;2;115;59;119.0;476.0;1.03;0.7;213.8;50.0;Fade;Vandal
FaZe Brev;Radiant;154.0;134.0;18.8;1;89;44;134.0;269.0;1.12;0.8;235.6;54.4;Jett;Vandal
JACKSORIP;Radiant;136.1;112.0;23.8;3;68;58;112.0;159.0;1.11;0.8;209.3;52.0;Chamber;Vandal
K7 TvirusLuke;Radiant;168.0;188.0;27.1;0;71;30;188.0;137.0;1.12;0.9;268.7;60.5;Jett;Phantom
Haimerej;Radiant;143.5;156.0;24.4;0;105;49;156.0;367.0;1.09;0.8;221.5;51.4;Sova;Vandal
t t;Radiant;145.6;250.0;21.0;5;140;66;250.0;306.0;1.08;0.8;228.1;51.7;Reyna;Vandal
Ema;Radiant;119.1;101.0;23.5;0;147;97;101.0;538.0;0.91;0.6;180.5;53.2;Sova;Vandal
COMPLETETHROWER;Radiant;149.6;596.0;13.6;8;284;138;596.0;844.0;1.05;0.8;244.3;54.5;Raze;Judge
AKG gen1us#J E S;Radiant;157.5;127.0;22.1;2;59;39;127.0;278.0;1.2;0.8;243.2;61.4;Jett;Vandal
VINIT;Radiant;162.0;131.0;19.6;4;77;42;131.0;202.0;1.32;0.9;254.1;62.5;Chamber;Vandal
Haru;Radiant;122.0;63.0;17.8;0;62;56;63.0;418.0;0.92;0.6;184.2;58.5;Omen;Vandal
LC Quincy;Radiant;161.3;155.0;26.2;3;110;41;155.0;293.0;1.2;0.8;245.2;55.9;Skye;Vandal
ShaksTic;Radiant;140.7;86.0;21.6;0;66;70;86.0;284.0;1.15;0.8;215.1;59.2;Chamber;Vandal
XRCST;Radiant;142.2;358.0;17.3;4;179;111;358.0;481.0;0.98;0.8;225.7;53.6;Jett;Phantom
Shawnãƒžã‚­;Radiant;144.9;218.0;39.7;2;172;91;218.0;353.0;1.02;0.8;222.3;52.4;Reyna;Vandal
RESLYDE;Radiant;146.6;346.0;24.3;5;223;100;346.0;578.0;1.03;0.8;227.8;49.2;Reyna;Vandal
Luffyy;Radiant;154.3;107.0;25.8;0;105;60;107.0;443.0;1.11;0.8;239.0;54.1;Omen;Vandal
NathalieK;Radiant;157.4;304.0;20.3;4;130;93;304.0;345.0;1.36;0.9;245.6;51.9;Chamber;Vandal
dova siff;Radiant;134.7;192.0;31.7;3;151;103;192.0;605.0;1.01;0.7;204.7;50.0;Reyna;Vandal
Eiso;Radiant;154.3;323.0;27.6;1;197;92;323.0;550.0;1.13;0.8;237.8;48.3;Chamber;Vandal
jjayS;Radiant;156.7;417.0;23.9;5;181;93;417.0;409.0;1.13;0.8;239.4;47.2;Jett;Vandal
R4ve;Radiant;141.8;61.0;25.5;0;52;31;61.0;294.0;1.13;0.8;220.0;58.1;Viper;Vandal
CEL rel;Radiant;155.6;149.0;21.5;3;95;36;149.0;254.0;1.03;0.8;237.0;50.9;Raze;Vandal
xRaptorx;Radiant;128.2;215.0;21.0;2;231;124;215.0;1.072;0.87;0.7;193.8;50.0;Viper;Vandal
DzN der;Radiant;130.1;73.0;27.1;0;64;29;73.0;262.0;0.92;0.7;197.7;52.3;Omen;Vandal
TR Jinppak;Immortal;124.7;106.0;29.5;1;66;55;106.0;227.0;0.95;0.7;189.4;50.8;Chamber;Vandal
Chitoge;Radiant;153.5;122.0;14.8;0;56;20;122.0;205.0;1.0;0.8;236.3;50.0;Raze;Phantom
Charles Lee;Radiant;140.2;274.0;29.3;3;178;75;274.0;566.0;0.96;0.7;214.2;50.4;Jett;Vandal
PZX Kosmik;Radiant;155.5;202.0;22.0;4;104;78;202.0;467.0;1.2;0.8;235.7;59.3;Raze;Vandal
Zinia;Radiant;137.2;286.0;21.5;2;205;111;286.0;813.0;1.02;0.7;211.0;45.7;Jett;Vandal
kiawa;Radiant;149.0;71.0;23.7;1;66;24;71.0;209.0;1.09;0.8;231.9;60.0;Reyna;Vandal
WRG franz;Radiant;140.4;186.0;24.2;2;111;75;186.0;476.0;1.11;0.7;210.0;55.7;Chamber;Vandal
COBRA THE SNAKE;Radiant;170.9;189.0;35.9;3;102;80;189.0;306.0;1.32;0.9;255.7;58.2;Jett;Vandal
TST ratatoulyse;Radiant;143.6;116.0;31.7;1;71;40;116.0;188.0;1.07;0.8;216.8;66.7;Reyna;Vandal
nightmare;Radiant;137.6;53.0;26.3;1;54;34;53.0;230.0;1.11;0.7;205.9;73.0;Chamber;Vandal
Walls;Radiant;127.8;224.0;19.1;1;158;94;224.0;493.0;0.98;0.7;198.9;54.8;Chamber;Vandal
SR Astral;Radiant;147.6;251.0;25.6;6;183;83;251.0;532.0;1.05;0.8;222.5;53.9;Jett;Vandal
kwaC;Radiant;127.0;158.0;15.5;2;155;88;158.0;697.0;0.99;0.7;193.0;56.1;Sova;Vandal
wJun;Radiant;178.3;135.0;34.6;0;70;33;135.0;116.0;1.24;1.0;273.8;63.9;Jett;Vandal
BalancexD;Radiant;136.4;111.0;27.9;0;99;63;111.0;492.0;1.05;0.7;204.6;55.7;Viper;Vandal
ã†ã‰ã‹;Radiant;143.6;216.0;21.6;3;149;70;216.0;446.0;1.02;0.8;221.4;55.0;Jett;Vandal
sh1vy;Immortal;135.7;73.0;23.7;1;60;52;73.0;246.0;1.12;0.7;204.0;60.9;Skye;Vandal
Natsuho;Radiant;123.1;182.0;15.7;0;184;116;182.0;818.0;0.85;0.6;186.1;49.1;Omen;Vandal
ã‚¸ãƒ³ã‚¯ã‚¹;Radiant;135.4;176.0;20.9;1;120;79;176.0;443.0;1.06;0.7;207.9;56.6;Chamber;Vandal
RA Evoltac;Radiant;130.6;109.0;19.9;0;55;45;109.0;202.0;1.1;0.7;200.9;54.2;Chamber;Vandal
Haxorus;Radiant;126.8;178.0;25.0;1;135;107;178.0;870.0;0.98;0.7;198.5;57.1;Fade;Vandal
HDB Joveyyyy;Radiant;152.4;141.0;25.9;1;54;36;141.0;120.0;1.08;0.8;238.9;61.8;Jett;Vandal
soup;Radiant;164.2;265.0;19.1;8;151;73;265.0;718.0;1.17;0.9;255.2;48.0;Fade;Phantom
LunÃ¨;Radiant;177.3;157.0;30.1;3;73;48;157.0;207.0;1.3;0.9;268.6;55.1;Jett;Vandal
Noel;Immortal;135.3;193.0;25.8;2;99;56;193.0;391.0;1.02;0.7;206.5;46.9;Fade;Vandal
TW å°å‚»è²“;Radiant;137.8;114.0;15.5;0;97;48;114.0;496.0;1.04;0.7;211.2;59.1;Viper;Vandal
nF ãƒ›ã‚ªã‚¸ãƒ­ã‚¶ãƒ¡ãªã‚“ã§ã™;Radiant;147.2;63.0;32.9;0;43;30;63.0;170.0;1.19;0.8;217.8;56.1;Chamber;Vandal
ONGGY;Radiant;123.0;126.0;17.8;0;85;47;126.0;398.0;0.89;0.6;189.0;51.6;Viper;Phantom
zyzx;Immortal;170.6;213.0;30.1;2;115;71;213.0;326.0;1.26;0.9;261.9;60.9;Jett;Vandal
shoC;Radiant;131.7;57.0;18.8;1;69;38;57.0;136.0;1.11;0.7;202.1;61.7;Chamber;Vandal
ã—ã‚ƒã„ãµããƒ¼;Radiant;127.4;86.0;22.4;0;87;81;86.0;433.0;1.03;0.7;200.2;56.7;Fade;Phantom
CSS ziRenyr;Radiant;146.1;90.0;32.6;1;62;39;90.0;267.0;1.04;0.8;219.8;51.0;Omen;Vandal
CDG Owen q t;Radiant;141.5;123.0;25.3;0;80;43;123.0;270.0;1.04;0.8;217.0;52.8;Chamber;Vandal
ORION Astratez;Radiant;125.3;113.0;14.6;2;99;38;113.0;265.0;0.87;0.7;193.7;50.0;Jett;Vandal
FaxFox;Radiant;152.6;331.0;20.0;1;150;139;331.0;446.0;1.11;0.8;231.9;62.4;Reyna;Vandal
IRESUMI;Radiant;137.1;128.0;22.2;1;73;52;128.0;307.0;1.04;0.7;205.3;53.5;Reyna;Vandal
lieu;Radiant;136.7;53.0;25.7;0;67;41;53.0;293.0;1.08;0.7;201.6;61.7;Viper;Vandal
AngKuKweh;Immortal;142.4;101.0;19.1;1;53;33;101.0;234.0;1.11;0.8;219.6;54.5;Jett;Vandal
jaywhy;Radiant;164.5;165.0;19.9;2;65;28;165.0;136.0;1.22;0.9;261.0;70.0;Jett;Vandal
Makun;Radiant;133.9;145.0;25.1;0;119;87;145.0;413.0;1.03;0.7;205.1;60.3;Astra;Phantom
LGN Zarc;Radiant;143.8;95.0;19.3;1;77;46;95.0;249.0;1.19;0.8;224.2;59.1;Astra;Vandal
NFD TR4POG;Radiant;165.3;116.0;19.5;1;52;34;116.0;136.0;1.26;0.9;257.4;68.8;Jett;Vandal
LpL;Radiant;136.9;64.0;22.1;0;44;22;64.0;228.0;1.02;0.7;210.0;66.7;Omen;Phantom
geeyanu reeves;Radiant;160.2;109.0;32.9;0;85;47;109.0;238.0;1.32;0.9;243.6;62.7;Reyna;Vandal
ETH6N;Radiant;134.6;68.0;23.8;2;70;51;68.0;290.0;1.0;0.7;204.0;62.2;Sova;Vandal
Gaijin;Radiant;139.3;207.0;26.4;3;118;75;207.0;414.0;1.05;0.8;216.8;61.2;Reyna;Vandal
XxPoTATObRAINxX;Radiant;135.0;117.0;20.7;0;95;36;117.0;212.0;0.92;0.7;208.1;63.8;Jett;Vandal
DTS B ghxstwolf;Radiant;140.7;242.0;27.9;1;181;85;242.0;571.0;1.13;0.8;216.4;56.5;Chamber;Vandal
renebaebae;Radiant;148.9;199.0;27.8;3;124;68;199.0;411.0;1.08;0.8;228.9;52.4;Reyna;Vandal
AM Teaminity;Radiant;119.5;91.0;19.6;0;74;44;91.0;311.0;0.93;0.7;189.8;61.1;Breach;Phantom
EeirrosÂº;Radiant;142.6;225.0;18.9;1;155;104;225.0;521.0;1.03;0.8;217.6;59.2;Chamber;Vandal
rhee;Radiant;149.7;205.0;22.3;1;156;95;205.0;432.0;1.16;0.8;230.8;60.0;Chamber;Vandal
Poopie;Radiant;151.5;426.0;24.5;3;231;151;426.0;650.0;1.12;0.8;236.7;54.7;Jett;Vandal
santai;Radiant;128.8;65.0;15.3;0;91;37;65.0;414.0;0.94;0.7;196.2;59.6;Fade;Vandal
FDL;Immortal;148.5;267.0;15.5;1;153;80;267.0;518.0;1.12;0.8;235.1;46.6;Neon;Vandal
alkie;Radiant;131.7;144.0;19.7;1;113;48;144.0;293.0;0.94;0.7;205.3;56.1;Chamber;Vandal
Recall;Radiant;124.5;384.0;15.3;3;240;101;384.0;609.0;0.89;0.7;194.8;46.7;Jett;Vandal
PEESERIE;Radiant;147.6;196.0;23.2;6;84;61;196.0;258.0;1.07;0.8;227.0;46.3;Chamber;Vandal
dioninguy;Radiant;148.6;94.0;29.0;2;52;43;94.0;195.0;1.19;0.8;226.6;70.3;Jett;Phantom
ORB;Radiant;157.1;347.0;36.8;5;180;106;347.0;434.0;1.17;0.9;241.5;51.5;Reyna;Vandal
Son Heung min;Radiant;151.9;229.0;30.5;4;130;74;229.0;337.0;1.08;0.8;231.4;51.9;Sova;Vandal
1oop;Radiant;151.5;118.0;15.3;1;82;33;118.0;227.0;1.15;0.8;240.6;56.0;Chamber;Vandal
Yro;Radiant;138.1;72.0;16.9;0;56;27;72.0;205.0;1.0;0.7;210.3;68.6;Reyna;Vandal
Kaz;Radiant;143.7;124.0;24.7;1;72;50;124.0;193.0;1.19;0.8;220.4;60.0;Chamber;Vandal
Im not Tzuyu;Radiant;149.3;208.0;26.6;2;84;68;208.0;236.0;1.14;0.8;236.2;59.6;Jett;Vandal
lawlkay;Radiant;121.7;80.0;21.0;0;92;56;80.0;372.0;0.97;0.7;186.7;55.7;Fade;Vandal
Kagami;Radiant;157.3;443.0;22.1;4;172;96;443.0;525.0;1.0;0.8;241.5;51.8;Jett;Vandal
KLA;Radiant;164.1;285.0;24.0;4;135;62;285.0;396.0;1.2;0.9;251.3;54.4;Jett;Vandal
Jspz;Radiant;166.0;87.0;23.7;3;44;40;87.0;141.0;1.26;0.9;252.7;77.1;Reyna;Vandal
saika;Radiant;143.9;307.0;24.3;2;204;121;307.0;548.0;1.05;0.8;220.3;50.0;Jett;Vandal
XCD Shogun;Radiant;146.6;108.0;28.2;1;66;32;108.0;190.0;1.12;0.8;227.3;59.5;Jett;Vandal
ãƒ„ VexXx ç¥ž;Radiant;152.7;189.0;24.6;1;96;69;189.0;280.0;1.12;0.8;233.1;57.6;Jett;Vandal
604A;Radiant;164.8;182.0;29.1;3;84;40;182.0;297.0;1.14;0.9;255.6;43.1;Omen;Vandal
Hachimon;Radiant;168.5;125.0;41.6;0;68;33;125.0;154.0;1.32;0.9;252.2;65.0;Chamber;Vandal
HHn1tRY;Radiant;126.2;108.0;12.4;0;105;35;108.0;357.0;0.9;0.7;196.2;50.0;Skye;Vandal
chiáº¿n tháº§n 2k4;Radiant;147.5;103.0;18.9;0;72;51;103.0;341.0;1.18;0.8;226.8;66.7;Skye;Vandal
Kujira;Radiant;141.0;253.0;27.5;3;157;51;253.0;344.0;0.97;0.8;217.5;54.9;Jett;Vandal
like i need u;Radiant;141.9;253.0;26.7;3;185;103;253.0;648.0;1.02;0.8;215.1;50.8;Sova;Vandal
cracker boy cam;Radiant;126.4;192.0;23.0;2;171;59;192.0;570.0;0.85;0.7;196.0;57.1;Fade;Vandal
Yorushika;Radiant;137.3;111.0;24.3;1;110;63;111.0;331.0;0.96;0.7;205.9;52.5;Skye;Vandal
neom;Radiant;131.5;83.0;18.9;0;65;26;83.0;267.0;0.97;0.7;198.9;61.4;Chamber;Vandal
logejovlr;Radiant;149.3;243.0;26.4;1;138;59;243.0;261.0;1.09;0.8;233.5;57.0;Chamber;Vandal
Draken;Radiant;164.9;94.0;26.4;0;71;33;94.0;195.0;1.16;0.8;245.4;60.5;Reyna;Vandal
Are u seriously;Radiant;136.3;146.0;22.8;2;68;46;146.0;277.0;1.1;0.8;212.8;47.7;Chamber;Vandal
Rave;Radiant;126.6;87.0;25.8;0;78;44;87.0;315.0;0.98;0.7;197.6;56.2;Fade;Vandal
OOv;Radiant;147.0;164.0;27.1;2;94;40;164.0;295.0;0.96;0.7;223.4;41.1;Skye;Vandal
Onizuka;Radiant;152.4;380.0;25.9;5;193;127;380.0;848.0;1.11;0.8;229.4;52.5;Fade;Phantom
cutedcube;Radiant;158.9;176.0;20.0;4;135;102;176.0;439.0;1.49;0.9;249.4;69.2;Chamber;Vandal
quervooo;Radiant;162.0;201.0;31.4;3;115;55;201.0;330.0;1.21;0.9;252.5;53.7;Omen;Vandal
REZ;Radiant;146.7;163.0;25.4;2;88;61;163.0;265.0;1.14;0.8;227.7;55.2;Chamber;Vandal
SS JoseSenpai;Radiant;133.2;116.0;27.8;2;89;49;116.0;393.0;1.1;0.7;206.0;60.9;Viper;Vandal
è£ãã®é¾;Radiant;117.4;30.0;18.5;0;37;35;30.0;194.0;1.03;0.7;184.5;73.3;Brimstone;Vandal
AFN ohwaysys;Radiant;140.4;195.0;25.7;3;148;80;195.0;423.0;1.09;0.8;215.7;56.3;Chamber;Vandal
human hummus;Radiant;167.4;146.0;23.3;0;77;49;146.0;165.0;1.29;0.9;267.8;71.4;Reyna;Vandal
xxmiley;Radiant;156.3;186.0;20.4;1;97;73;186.0;428.0;1.08;0.8;235.0;57.4;Jett;Vandal
Ria;Radiant;128.6;64.0;27.0;1;64;56;64.0;249.0;1.01;0.7;196.4;62.2;Chamber;Vandal
HSV Admiral;Radiant;138.7;160.0;24.5;2;103;51;160.0;395.0;1.04;0.7;207.9;54.5;Sova;Vandal
NEW TO VALORANT;Radiant;157.7;188.0;17.3;4;139;88;188.0;553.0;1.09;0.8;239.3;52.4;Viper;Vandal
BH LorEnzO;Radiant;146.3;433.0;26.5;2;278;129;433.0;646.0;1.03;0.8;223.3;50.3;Jett;Vandal
BLZ Worthless;Radiant;153.6;305.0;22.2;1;138;55;305.0;390.0;1.01;0.8;235.6;45.5;Reyna;Phantom
Jiggly waffles;Radiant;137.1;139.0;24.3;1;85;49;139.0;318.0;1.04;0.7;213.1;46.1;Chamber;Vandal
LC Takie;Radiant;154.1;234.0;15.3;3;112;72;234.0;576.0;1.23;0.8;237.1;55.0;Sova;Vandal
VA vintage;Radiant;134.7;143.0;27.1;3;135;57;143.0;496.0;1.11;0.7;205.4;49.0;Sova;Vandal
REX;Radiant;132.7;137.0;18.1;0;101;36;137.0;344.0;0.93;0.7;195.1;53.9;Chamber;Phantom
TG spacey;Radiant;133.8;164.0;22.1;1;115;49;164.0;291.0;0.92;0.7;205.4;50.0;Jett;Vandal
Fishball;Radiant;130.9;223.0;19.9;2;181;72;223.0;723.0;0.89;0.7;200.0;57.1;Brimstone;Vandal
h00k;Radiant;137.9;266.0;23.8;3;155;116;266.0;616.0;1.03;0.7;209.2;50.0;Chamber;Vandal
PAKYOPLDTYAWA;Radiant;134.2;137.0;28.6;5;127;85;137.0;356.0;1.03;0.7;207.5;47.6;Chamber;Vandal
Iberia Destreza;Radiant;138.8;182.0;19.0;4;124;88;182.0;546.0;1.01;0.7;210.0;49.0;Chamber;Vandal
FADE Tuna;Radiant;128.7;71.0;17.8;0;82;57;71.0;487.0;1.01;0.7;198.0;54.7;Viper;Phantom
Mochiyx;Radiant;126.7;90.0;26.0;0;123;37;90.0;461.0;0.93;0.7;189.7;59.1;Sova;Vandal
